序號,機關代碼,機關名稱,網站名稱,網址,標章等級,登錄日期,標章狀態
666,387660000A,臺中市梧棲區公所,臺中市梧棲區公所,https://www.wuqi.taichung.gov.tw/,A,107/9/13,啟用
667,382135000C,新北市政府警察局少年警察隊,新北市政府警察局少年警察隊網站,https://www.jpdb.police.ntpc.gov.tw,A,107/9/14,啟用
668,382132800C,新北市政府警察局汐止分局,新北市政府警察局汐止分局網站,https://www.xizhi.police.ntpc.gov.tw,A,107/9/14,啟用
669,382130500C,新北市政府警察局婦幼警察隊,新北市政府警察局婦幼警察隊網站,https://www.wpb.police.ntpc.gov.tw,A,107/9/14,啟用
670,382132300C,新北市政府警察局新店分局,新北市政府警察局新店分局網站,https://www.xindian.police.ntpc.gov.tw,A,107/9/14,啟用
671,379760300J,臺北市勞動檢查處,臺北市勞動檢查處,https://lio.gov.taipei/,A,107/9/14,啟用
672,382025800A,新北市淡水戶政事務所,新北市淡水戶政事務所,https://www.tamsui.ris.ca.ntpc.gov.tw/,A,107/9/15,啟用
673,A096B0000Q,國立臺灣體育運動大學,國立臺灣體育運動大學通識教育中心,http://common.ntupes.edu.tw/,A,107/9/17,啟用
674,379670200G,臺北市商業處,臺北市政府商業處商業登記主題網,https://tcooc-bu.gov.taipei/,AA,107/9/17,啟用
675,379670200G,臺北市商業處,臺北市政府商業處公司登記主題網,https://tcooc-co.gov.taipei/,AA,107/9/17,啟用
676,382025000A,新北市瑞芳戶政事務所,新北市瑞芳戶政事務所,https://www.ruifang.ris.ca.ntpc.gov.tw,A,107/9/17,啟用
677,382025500A,新北市三峽戶政事務所,新北市三峽戶政事務所,https://www.sanxia.ris.ca.ntpc.gov.tw/,A,107/9/17,啟用
678,397120000J,高雄市政府社會局,高雄市政府社會局,http://socbu.kcg.gov.tw,A,107/9/18,啟用
679,382025400A,新北市新莊戶政事務所,新北市新莊戶政事務所,https://www.xinzhuang.ris.ca.ntpc.gov.tw/,A,107/9/18,啟用
680,382132400C,新北市政府警察局新莊分局,新北市政府警察局新莊分局網站,https://www.xinzhuang.police.ntpc.gov.tw,A,107/9/18,啟用
681,397162700A,高雄市政府地政局旗山地政事務所,高雄市政府地政局旗山地政事務所,https://cishan.kcg.gov.tw,AA,107/9/18,啟用
682,382133200C,新北市政府警察局海山分局,新北市政府警察局海山分局網站,https://www.haishan.police.ntpc.gov.tw,A,107/9/18,啟用
683,379134000C,臺北市政府警察局萬華分局,臺北市政府警察局萬華分局,https://wh.police.gov.taipei,A,107/9/19,啟用
684,387650000A,臺中市東勢區公所,臺中市東勢區公所,https://www.dongshi.taichung.gov.tw/,A,107/9/20,啟用
685,387590000A,臺中市豐原區公所,臺中市豐原區公所,https://www.fengyuan.taichung.gov.tw/,A,107/9/20,啟用
686,397310000A,高雄市政府法制局,高雄市政府法制局官網,https://law.kcg.gov.tw,A,107/9/20,啟用
687,387670000A,臺中市烏日區公所,臺中市烏日區公所,https://www.wuri.taichung.gov.tw/,A,107/9/20,啟用
688,387750000A,臺中市外埔區公所,臺中市外埔區公所,https://www.waipu.taichung.gov.tw/,A,107/9/20,啟用
689,387720000A,臺中市霧峰區公所,臺中市霧峰區公所 ,https://www.wufeng.taichung.gov.tw/,A,107/9/20,啟用
690,382026200A,新北市汐止戶政事務所,新北市汐止戶政事務所,https://www.xizhi.ris.ca.ntpc.gov.tw,A,107/9/21,啟用
691,382025100A,新北市五股戶政事務所,新北市五股戶政事務所,https://www.wugu.ris.ca.ntpc.gov.tw/,A,107/9/21,啟用
692,382130300C,新北市政府警察局交通警察大隊,新北市政府警察局交通警察大隊網站,https://www.traffic.police.ntpc.gov.tw,A,107/9/21,啟用
693,0,民間團體,亞洲大學校園授權軟體服務網,http://software.asia.edu.tw,A,107/9/21,啟用
694,0,民間團體,工業技術研究院再生能源資訊網,https://www.re.org.tw/,A,107/9/21,啟用
695,387630000A,臺中市沙鹿區公所,臺中市沙鹿區公所,https://www.shalu.taichung.gov.tw/,A,107/9/21,啟用
696,382133100C,新北市政府警察局金山分局,新北市政府警察局金山分局網站,https://www.jinshan.police.ntpc.gov.tw,A,107/9/25,啟用
697,A03000000B,外交部,中華民國外交部新南向政策資訊平臺,https://nspp.mofa.gov.tw/nspp,AA,107/9/25,啟用
698,A27000000G,科技部,科技部全球資訊網,https://www.most.gov.tw,AA,107/9/25,啟用
699,376570000A,基隆市政府,基隆市政府社會處網站,http://social.klcg.gov.tw/,AA,107/9/26,啟用
700,0,民間團體,東海大學英文網站,http://eng.thu.edu.tw,A,107/9/26,啟用
701,397162600A,高雄市政府地政局岡山地政事務所,高雄市政府地政局岡山地政事務所,https://gsland.kcg.gov.tw,AA,107/9/26,啟用
702,379730000A,臺北市政府資訊局,臺北公眾區免費無線上網服務,https://wifi.taipei/,AA,107/9/26,啟用
703,A63000000H,國家通訊傳播委員會,國家通訊傳播委員會全球資訊網,https://www.ncc.gov.tw,AA,107/9/26,啟用
704,355030000I,行政院環境保護署毒物及化學物質局,行政院環境保護署毒物及化學物質局環境用藥安全使用宣導網, https://evsu.epa.gov.tw,A,107/9/27,啟用
705,376420000A,宜蘭縣政府,宜蘭縣政府地政處,https://land.e-land.gov.tw/,A,107/9/27,啟用
706,A17020400J,勞動部勞動力發展署雲嘉南分署,雲嘉南勞動力發展學院-課務管理資訊系統,https://learning.wda.gov.tw/,AA,107/9/28,啟用
707,376475100A,彰化縣彰化市公所,彰化市公所彰化市旅遊網,https://travel.changhua.gov.tw/,A,107/9/28,啟用
708,315080500H,交通部觀光局東部海岸國家風景區管理處,東部海岸國家風景區觀光資訊網,https://www.eastcoast-nsa.gov.tw,AA,107/9/28,啟用
709,379660000E,臺北市政府觀光傳播局,臺北旅遊網,https://www.travel.taipei,AA,107/9/28,啟用
710,382025600A,新北市鶯歌戶政事務所,新北市鶯歌戶政事務所,https://www.yingge.ris.ca.ntpc.gov.tw/,A,107/9/28,啟用
711,397162900A,高雄市政府地政局路竹地政事務所,高雄市政府地政局路竹地政事務所,https://lujhu.kcg.gov.tw,AA,107/9/28,啟用
712,301060200C,內政部消防署臺中港務消防隊,中華民國內政部消防署臺中港務消防隊,http://www.thfd.gov.tw,AA,107/10/1,啟用
713,382132200C,新北市政府警察局永和分局,新北市政府警察局永和分局網站,https://www.yonghe.police.ntpc.gov.tw,A,107/10/1,啟用
714,382132500C,新北市政府警察局樹林分局,新北市政府警察局樹林分局網站,https://www.shulin.police.ntpc.gov.tw,A,107/10/1,啟用
715,387230000A,臺中市政府政風處,臺中市政府政風處,https://www.ethics.taichung.gov.tw/,A,107/10/1,啟用
716,387200000A,臺中市政府主計處,臺中市政府主計處,https://www.dbas.taichung.gov.tw/,A,107/10/1,啟用
717,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署外國人在臺工作服務網,https://ezworktaiwan.wda.gov.tw/,AA,107/10/1,啟用
718,379110300G,臺北市政府工務局公園路燈工程管理處,臺北市政府工務局公園路燈工程管理處,https://pkl.gov.taipei/,A,107/10/1,啟用
719,387300000H,臺中市政府觀光旅遊局,臺中市政府觀光旅遊局,https://www.tourism.taichung.gov.tw/,A,107/10/1,啟用
720,387140000I,臺中市政府衛生局,臺中市政府衛生局,http://www.health.taichung.gov.tw,A,107/10/1,啟用
721,387540000A,臺中市南區區公所,臺中市南區區公所,https://www.south.taichung.gov.tw/,A,107/10/1,啟用
722,387560000A,臺中市西屯區公所,臺中市西屯區公所,https://www.xitun.taichung.gov.tw/,A,107/10/1,啟用
723,387530000A,臺中市西區區公所,臺中市西區區公所,https://www.west.taichung.gov.tw/,A,107/10/1,啟用
724,382133300C,新北市政府警察局土城分局,新北市政府警察局土城分局網站,https://www.tucheng.police.ntpc.gov.tw,A,107/10/2,啟用
725,A17040000J,勞動部職業安全衛生署,勞動部職業安全衛生署全球資訊網,https://www.osha.gov.tw,AA,107/10/2,啟用
726,387570000A,臺中市南屯區公所,臺中市南屯區公所,https://www.nantun.taichung.gov.tw/,A,107/10/2,啟用
727,A09560000Q,國立清華大學,國立清華大學招生專區,http://admission.nthu.edu.tw/,AA,107/10/2,啟用
728,383020000A,高雄市政府民政局,高雄市政府民政局官方網站,https://cabu.kcg.gov.tw/Web/,AA,107/10/2,啟用
729,387730000A,臺中市潭子區公所,臺中市潭子區公所,https://www.tanzi.taichung.gov.tw/,A,107/10/2,啟用
730,379620000M,臺北大眾捷運股份有限公司,臺北小巨蛋英文網站,https://english.arena.taipei,A,107/10/2,啟用
731,382040000E,新北市政府教育局,新北市教育局雲端能源教育平台,https://ecloud.ntpc.edu.tw/Education,AA,107/10/3,啟用
732,311000000F,法務部,檢察機關公開書類查詢系統,https://psue.moj.gov.tw/,A,107/10/3,啟用
733,397020000A,高雄市政府民政局,高雄市戶政資訊服務網,https://household.kcg.gov.tw/household/,AA,107/10/3,啟用
734,A09620000Q,國立澎湖科技大學,國立澎湖科技大學,https://www.npu.edu.tw/,AA,107/10/4,啟用
735,382130200C,新北市政府警察局刑事警察大隊,新北市政府警察局刑事警察大隊網站,https://www.cic.police.ntpc.gov.tw,A,107/10/4,啟用
736,A25120000E,國家人權博物館,國家人權博物館,https://www.nhrm.gov.tw,A,107/10/4,啟用
737,382132000C,新北市政府警察局板橋分局,新北市政府警察局板橋分局網站,https://www.banqiao.police.ntpc.gov.tw,A,107/10/8,啟用
738,382120200J,新北市立八里愛心教養院,新北市立八里愛心教養院,https://www.aihsin.ntpc.gov.tw,A,107/10/8,啟用
739,379110300G,臺北市政府工務局公園路燈工程管理處,"Parks and Street Lights Office, Public Works Depar",https://english.pkl.gov.taipei/,A,107/10/8,啟用
740,382133000C,新北市政府警察局蘆洲分局,新北市政府警察局蘆洲分局網站,https://www.luzhou.police.ntpc.gov.tw,A,107/10/8,啟用
741,397162500A,高雄市政府地政局鳳山地政事務所,高雄市政府地政局鳳山地政事務所,https://fongshan.kcg.gov.tw,AA,107/10/8,啟用
742,382132100C,新北市政府警察局三重分局,新北市政府警察局三重分局網站,https://www.sanchong.police.ntpc.gov.tw,A,107/10/9,啟用
743,313000000G,經濟部,經濟部中部辦公室,https://www.cto.moea.gov.tw/,A,107/10/9,啟用
744,A09010000E,教育部體育署,體育資訊雲先導系統 ,https://portal.cloud.sa.gov.tw,AA,107/10/9,啟用
745,A05050000C,國防部參謀本部,國軍人才招募中心,https://rdrc.mnd.gov.tw/,AA,107/10/9,啟用
746,382110300G,新北市政府養護工程處,新北市政府養護工程處,https://www.maintenance.ntpc.gov.tw/,A,107/10/11,啟用
747,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署107年度小型企業人力資源提升計畫資訊系統,https://sets.wda.gov.tw,A,107/10/11,啟用
748,A21003900P,衛生福利部嘉義醫院,衛生福利部嘉義醫院,https://www.chyi.mohw.gov.tw,AA,107/10/11,啟用
749,382140100P,新北市立聯合醫院,新北市立聯合醫院,http://www.ntch.ntpc.gov.tw/,A,107/10/12,啟用
750,315080900H,交通部觀光局大鵬灣國家風景區管理處,大鵬灣國家風景區 恆春半島旅遊 / 觀光資訊網,https://www.dbnsa.gov.tw/,AA,107/10/12,啟用
751,A07420000K,財政部印刷廠,財政部印刷廠全球資訊網,https://www.ppmof.gov.tw/,AA,107/10/12,啟用
752,303000000B,外交部,外交部NGO雙語網,https://www.taiwanngo.tw,AA,107/10/12,啟用
753,382250100G,新北市政府高灘地工程管理處,新北市政府高灘地工程管理處機關網站,https://www.hrcm.ntpc.gov.tw/,A,107/10/12,啟用
754,376470305I,彰化縣環境保護局,彰化縣環境保護局室內空氣品質資訊網,http://plan.chepb.gov.tw/iaq/index.aspx,AA,107/10/12,啟用
755,387290000H,臺中市政府交通局,臺中市道路安全宣導團,https://safety.taichung.gov.tw,AA,107/10/12,啟用
756,376440000A,新竹縣政府,新竹縣政府原住民族行政處,https://indigenous.hsinchu.gov.tw,AA,107/10/12,啟用
757,376440000A,新竹縣政府,新竹縣政府國際產業發展處,https://iedd.hsinchu.gov.tw,AA,107/10/12,啟用
758,376440000A,新竹縣政府,新竹縣政府勞工處,https://labor.hsinchu.gov.tw,AA,107/10/12,啟用
759,382220100A,新北市政府資訊中心,新北市政府資訊中心,https://www.imc.ntpc.gov.tw/,A,107/10/15,啟用
760,A21040000I,衛生福利部國民健康署,衛生福利部國民健康署健康職場資訊網,https://health.hpa.gov.tw,AA,107/10/15,啟用
761,A45000000D,金融監督管理委員會,金融智慧網,https://moneywise.fsc.gov.tw/,A,107/10/16,啟用
762,A58000000A,行政院人事行政總處,行政院人事行政總處e等公務園+學習平臺,https://elearn.hrd.gov.tw/,A,107/10/16,啟用
763,A096B0000Q,國立臺灣體育運動大學,National Taiwan University of Sport,http://eng.ntupes.edu.tw/,A,107/10/17,啟用
764,A09100000E,國立教育廣播電臺,國立教育廣播電臺入口網,https://www.ner.gov.tw/,A,107/10/17,啟用
765,387330000E,臺中市政府文化局,臺中文學館,https://www.tlm.taichung.gov.tw/,AA,107/10/17,啟用
766,387220000A,臺中市政府研究發展考核委員會,臺中市政府研究發展考核委員會,https://www.rdec.taichung.gov.tw,A,107/10/18,啟用
767,387250000G,臺中市政府水利局,臺中市政府水利局,https://www.wrs.taichung.gov.tw/,A,107/10/18,啟用
768,379620000M,臺北大眾捷運股份有限公司,臺北小巨蛋中文網站,https://www.arena.taipei,A,107/10/18,啟用
769,387100000G,臺中市政府建設局,臺中市政府建設局,https://www.construction.taichung.gov.tw,A,107/10/18,啟用
770,387180000E,臺中市政府新聞局,臺中市政府新聞局,https://www.news.taichung.gov.tw,A,107/10/18,啟用
771,A17020400J,勞動部勞動力發展署雲嘉南分署,勞動部勞動力發展署雲嘉南分署-南方創客基地,https://southmaker.wda.gov.tw/,AA,107/10/19,啟用
772,A41010000A,國家發展委員會檔案管理局,國家發展委員會檔案管理局公文e網通,https://www.good.nat.gov.tw/e2net.php,AA,107/10/19,啟用
773,379700000A,臺北市政府地政局,臺北市政府地政局英文網站,https://english.land.gov.taipei,A,107/10/23,啟用
774,379670000G,臺北市政府產業發展局,臺北市政府產業發展局英文網站,https://english.doed.gov.taipei/,A,107/10/24,啟用
775,379530000H,臺北市政府交通局,臺北市政府交通局英文版,https://english.dot.gov.taipei,A,107/10/24,啟用
776,382250000G,新北市政府水利局,新北市政府水利局,https://www.wrs.ntpc.gov.tw,A,107/10/25,啟用
777,379720000A,臺北市政府原住民族事務委員會,臺北市政府原住民族事務委員會中文網,https://www.ipc.gov.taipei,A,107/10/25,啟用
778,387330000E,臺中市政府文化局,臺中市立圖書館,https://www.library.taichung.gov.tw/,AA,107/10/25,啟用
779,387510000A,臺中市中區區公所,臺中市中區區公所,https://www.central.taichung.gov.tw/,A,107/10/25,啟用
780,387520000A,臺中市東區區公所,臺中市東區區公所,https://www.east.taichung.gov.tw/,A,107/10/25,啟用
781,379150300I,臺北市政府環境保護局木柵垃圾焚化廠,臺北市政府環境保護局木柵垃圾焚化廠全球資訊網,https://www.mcrip.gov.taipei/,A,107/10/25,啟用
782,382120300J,新北市政府家庭暴力暨性侵害防治中心,新北市政府家庭暴力暨性侵害防治中心,https://www.dvp.ntpc.gov.tw/,A,107/10/26,啟用
783,379530000H,臺北市政府交通局,臺北市政府交通局,https://www.dot.gov.taipei,A,107/10/26,啟用
784,313020000G,經濟部工業局,經濟部工業局AI智慧應用人才培育網,https://aigo.org.tw/,AA,107/10/26,啟用
785,379750000A,臺北市政府法務局,臺北市政府法務局中文網,https://www.legalaffairs.gov.taipei/,A,107/10/26,啟用
786,379750000a,臺北市政府法務局,臺北市政府法務局英文網,https://english.dla.gov.taipei/,A,107/10/26,啟用
787,380370000A,桃園市政府資訊科技局,桃園市政府資訊科技局,http://doit.tycg.gov.tw/,A,107/10/26,啟用
788,313020000G,經濟部工業局,經濟部工業局-高效率節能產品或低碳技術廠商交流平台,https://eslc.ftis.org.tw,A,107/10/26,啟用
789,309000000E,教育部,中文譯音轉換系統,https://crptransfer.moe.gov.tw/,AA,107/10/26,啟用
790,380240000J,桃園市政府勞動局,桃園市政府勞動局桃園勞工育樂中心會議室租借系統,https://recreation.tycg.gov.tw/,AA,107/10/29,啟用
791,397162200A,高雄市政府地政局前鎮地政事務所,高雄市政府地政局前鎮地政事務所,https://chience.kcg.gov.tw,AA,107/10/29,啟用
792,315271300H,交通部公路總局蘇花公路改善工程處,台9線花東縱谷景觀大道民眾網站,http://ht.sinotech.com.tw/,AA,107/10/29,啟用
793,313020000G,經濟部工業局,雲端服務暨巨量資料產業發展計畫網站,https://www.cloud.org.tw/,A,107/10/29,啟用
794,382200000A,新北市政府主計處,新北市政府主計處,https://www.bas.ntpc.gov.tw,A,107/10/30,啟用
795,397110100G,高雄市政府工務局新建工程處,高雄市政府工務局新建工程處全球資訊網,https://ncd.kcg.gov.tw,A,107/10/30,啟用
796,397163000A,高雄市政府地政局美濃地政事務所,高雄市政府地政局美濃地政事務所,https://meinong.kcg.gov.tw,AA,107/10/30,啟用
797,397162000A,高雄市政府地政局鹽埕地政事務所,高雄市政府地政局鹽埕地政事務所,https://yanland.kcg.gov.tw,AA,107/10/30,啟用
798,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署青年職訓資源網,https://ttms.etraining.gov.tw/eYVTR/,AA,107/10/31,啟用
799,315860000M,臺灣港務股份有限公司,臺灣港務股份有限公司臺灣港群電子報,https://www.epaper.twport.com.tw/?act=index,AA,107/10/31,啟用
800,A21050000J,衛生福利部社會及家庭署,衛生福利部社會及家庭署社區關懷據點服務入口網,https://ccare.sfaa.gov.tw,AA,107/10/31,啟用
801,379062300X,臺北市立忠孝國民中學,臺北市立忠孝國民中學全球資訊網,https://www.chjh.tp.edu.tw/,AA,107/10/31,啟用
802,301000000A,內政部,內政部全球資訊網,https://www.moi.gov.tw/,A,107/10/31,啟用
803,0,民間團體,台北市電腦商業同業公會data4matching媒合網站,https://data4matching.com,A,107/10/31,啟用
804,A41000000G,國家發展委員會,NGIS國土資訊網,https://ngis.nat.gov.tw/ngis2,A,107/10/31,啟用
805,A09000000E,教育部,教育部學校衛生資訊網,https://cpd.moe.gov.tw,A,107/10/31,啟用
806,0,民間團體,世新大學官網,http://www.shu.edu.tw,A,107/11/1,啟用
807,376571502A,基隆市中正區戶政事務所,基隆市中正區戶政事務所,http://www.kljj-house.gov.tw/,AA,107/11/1,啟用
808,A25070000E,國立臺灣美術館,文化部藝術銀行官方網站,http://artbank.ntmofa.gov.tw/,A,107/11/1,啟用
809,382110100G,新北市政府採購處,新北市政府採購處,https://www.cop.ntpc.gov.tw/,A,107/11/2,啟用
810,376472000C,彰化縣消防局,彰化縣消防局,https://www.chfd.gov.tw,AA,107/11/2,啟用
811,315060900H,交通部民用航空局臺中航空站,交通部民用航空局臺中航空站入口網,https://www.tca.gov.tw,AA,107/11/5,啟用
812,379210000A,臺北市政府人事處,臺北市政府人事處照護關懷退休人員方案,https://retirecare.gov.taipei/,A,107/11/5,啟用
813,397160000A,高雄市政府地政局,高雄市政府地政局,https://landp.kcg.gov.tw,AA,107/11/5,啟用
814,383130300C,高雄市政府警察局交通警察大隊,高雄市政府警察局即時路況,http://livevideo.kmph.gov.tw/,A,107/11/5,啟用
815,A09010000E,教育部體育署,教育部體育署企業聘用運動指導員補助方案,https://sesi.nasme.org.tw,A,107/11/6,啟用
816,0,民間團體,清水岩溫泉露營區,http://www.chse.com.tw/,AA,107/11/6,啟用
817,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署職業訓練整合網站,https://course.taiwanjobs.gov.tw,AA,107/11/7,啟用
818,382120100J,新北市立仁愛之家,新北市立仁愛之家,https://www.renaifamily.ntpc.gov.tw,A,107/11/8,啟用
819,382270000G,新北市政府農業局,新北市政府農業局,https://www.agriculture.ntpc.gov.tw/,AA,107/11/8,啟用
820,A09000100E,國立臺灣藝術教育館,臺灣藝術教育兒童網,http://ed.arte.gov.tw/Children,AA,107/11/8,啟用
821,A09080000E,國立科學工藝博物館,國立科學工藝博物館-公平與安全建構之路：標準、檢驗、度量衡文物數位典藏,https://asmi.nstm.gov.tw/,AA,107/11/8,啟用
822,379051000U,臺北市立建國高級中學,臺北市立建國高級中學網站,https://www2.ck.tp.edu.tw,AA,107/11/9,啟用
823,315081100H,交通部觀光局日月潭國家風景區管理處,交通部觀光局日月潭國家風景區管理處,https://www.sunmoonlake.gov.tw,AA,107/11/9,啟用
824,0,民間團體,基督教台灣浸會神學院,http://www.tbts.edu.tw,AA,107/11/9,啟用
825,397380000H,高雄市政府觀光局,高雄旅遊網,https://khh.travel,A,107/11/12,啟用
826,397162100A,高雄市政府地政局新興地政事務所,高雄市政府地政局新興地政事務所,https://khhla.kcg.gov.tw,AA,107/11/13,啟用
827,345050000G,行政院農業委員會水土保持局,行政院農委會水土保持局水庫集水區保育治理計畫專屬網站 ,https://ecrw.swcb.gov.tw/,AA,107/11/14,啟用
828,0,民間團體,遠東商銀金融友善服務專區-網路ATM,https://ebank.feib.com.tw/AccessibleWebATM,A,107/11/14,啟用
829,376583200E,新竹市文化局,新竹市文化局,https://culture.hccg.gov.tw,A,107/11/16,啟用
830,A17020400J,勞動部勞動力發展署雲嘉南分署,勞動部勞動力發展署雲嘉南分署自辦學員專區,https://yctsa.wda.gov.tw/,AA,107/11/18,啟用
831,A09000100E,國立臺灣藝術教育館,國立臺灣藝術教育館全球資訊網,https://www.arte.gov.tw,AA,107/11/19,啟用
832,345050000G,行政院農業委員會水土保持局,水土保持法相關法規解釋函檢索系統,https://swdl.swcb.gov.tw,AA,107/11/19,啟用
833,0,民間團體,工業技術研究院-節約能源園區,https://www.energypark.org.tw/,A,107/11/19,啟用
834,397200000A,高雄市政府主計處,高雄市統計資訊服務網,http://kcgdg.kcg.gov.tw,AA,107/11/20,啟用
835,A09020000E,教育部青年發展署,教育部青年發展署行政院青年諮詢委員會,https://advisory.yda.gov.tw/ ,A,107/11/20,啟用
836,313500000K,台灣中油股份有限公司,"CPC Corporation, Taiwan",https://en.cpc.com.tw/,AA,107/11/21,啟用
837,313500000K,台灣中油股份有限公司,台灣中油全球資訊網,https://www.cpc.com.tw/,AA,107/11/21,啟用
838,397360000G,高雄市政府都市發展局,高雄市政府都市發展局全球資訊網,https://urban-web.kcg.gov.tw,A,107/11/21,啟用
839,A09000100E,國立臺灣藝術教育館,臺灣藝術教育網,http://ed.arte.gov.tw/ch,AA,107/11/21,啟用
840,313500000K,台灣中油股份有限公司,台灣中油全球資訊網-中油影城,https://media.cpc.com.tw/,A,107/11/21,啟用
841,376581300D,新竹市稅務局,新竹市稅務局,https://www.hcct.gov.tw/,AA,107/11/21,啟用
842,313020000G,經濟部工業局,經濟部工業局加強投資策略性製造業推動計畫網站,https://www.psism.org.tw,A,107/11/21,啟用
843,380510000A,桃園市桃園區公所,"Civil Affairs Office of Taoyuan District,Taoyuan ",http://www.taocity.gov.tw/en/index.aspx,A,107/11/22,啟用
844,376530000A,屏東縣政府,屏東縣政府社會處線上捐款,http://sadonation.pthg.gov.tw/,AA,107/11/22,啟用
845,382040000E,新北市政府教育局,新北市政府教育局新北市中等教育資源網,https://se.ntpc.edu.tw/,AA,107/11/22,啟用
846,313020000G,經濟部工業局,經濟部工業局貨貿官網,https://www.ecfagoods.tw/,AA,107/11/23,啟用
847,0,民間團體,玉山銀行友善WebATM,https://easynetbank.esunbank.com.tw,A,107/11/26,啟用
848,387162800A,臺中市清水地政事務所,臺中市清水地政事務所,https://www.csland.taichung.gov.tw/,A,107/11/26,啟用
849,A41010000A,國家發展委員會檔案管理局,國家發展委員會檔案管理局全球資訊網,https://www.archives.gov.tw,AA,107/11/26,啟用
850,A25090000E,國立臺灣博物館,國立臺灣博物館,https://www.ntm.gov.tw,A,107/11/27,啟用
851,382270300G,新北市政府漁業及漁港事業管理處,新北市政府漁業及漁港事業管理處萬里蟹品牌官網WanliCrab,https://wanlicrab.tw,A,107/11/27,啟用
852,A21000000I,衛生福利部,送子鳥資訊服務網,https://ibaby.mohw.gov.tw/,A,107/11/27,啟用
853,A09670000Q,國立臺南大學,國立臺南大學資訊網,http://www3.nutn.edu.tw/,AA,107/11/28,啟用
854,345070400G,行政院農業委員會農糧署東區分署,行政院農糧署東區分署,https://erb.afa.gov.tw,A,107/11/28,啟用
855,397420000E,高雄市政府運動發展局,高雄市政府運動發展局全球資訊網,https://sports.kcg.gov.tw/,AA,107/11/28,啟用
856,313020000G,經濟部工業局,經濟部工業局加強投資策略性服務業推動計畫網站,https://www.issip.org.tw,A,107/11/28,啟用
857,379620000M,臺北大眾捷運股份有限公司,捷運北投會館英文版網站,https://btresort-en.metro.taipei/,A,107/11/29,啟用
858,387023100A,臺中市東勢區戶政事務所,臺中市東勢區戶政事務所,https://www.hdongshi.taichung.gov.tw/,A,107/11/29,啟用
859,0,民間團體,財團法人金融聯合徵信中心全球資訊網,http://www.jcic.org.tw/,A,107/11/29,啟用
860,387023300A,臺中市清水區戶政事務所,臺中市清水區戶政事務所,https://www.hqingshui.taichung.gov.tw/,A,107/11/29,啟用
861,A09020000E,教育部青年發展署,大專校院學生會參與式預算推廣與培訓,http://sapb.yda.gov.tw,A,107/11/30,啟用
862,0,民間團體,東海大學,http://www.thu.edu.tw,A,107/11/30,啟用
863,315061000H,交通部民用航空局嘉義航空站,嘉義航空站,https://www.cya.gov.tw,AA,107/11/30,啟用
864,376540000A,臺東縣政府,台東縣觀光旅遊網,https://tour.taitung.gov.tw,AA,107/12/3,啟用
865,315272700H,交通部公路總局高雄市區監理所,交通部公路總局高雄市區監理所全球資訊網,https://khcmv.thb.gov.tw/,AA,107/12/3,啟用
866,379720000A,臺北市政府原住民族事務委員會,臺北市政府原住民族事務委員會英文網站,https://english.ipc.gov.taipei,A,107/12/3,啟用
867,345220000G,行政院農業委員會林業試驗所,嘉義樹木園,http://cytfri.tfri.gov.tw/,AA,107/12/4,啟用
868,387350000A,臺中市政府客家事務委員會,臺中市石岡土牛客家文化館,http://www.tuniuhakka.taichung.gov.tw/,AA,107/12/4,啟用
869,376471000A,彰化縣田中地政事務所,彰化縣田中地政事務所全球資訊網,https://www.tj-land.gov.tw/,AA,107/12/4,啟用
870,313020000G,經濟部工業局,經濟部工業局軟體採購辦公室,https://www.spo.org.tw/office_new3,A,107/12/5,啟用
871,397670000A,高雄市大寮區公所,高雄市大寮區公所,https://daliao.kcg.gov.tw/,AA,107/12/5,啟用
872,387330000E,臺中市政府文化局,臺中市公共藝術Taichung Public Art,https://publicart.taichung.gov.tw/,AA,107/12/5,啟用
873,A09020000E,教育部青年發展署,壯遊體驗學習網,https://youthtravel.tw/,AA,107/12/7,啟用
874,345070100G,行政院農業委員會農糧署北區分署,行政院農業委員會農糧署北區分署,https://nrb.afa.gov.tw,A,107/12/7,啟用
875,A09110000E,國立公共資訊圖書館,國立公共資訊圖書館線上視聽媒體中心,http://vod.nlpi.edu.tw,A,107/12/7,啟用
876,380160000A,桃園市政府地政局,桃園地政資訊服務網,https://www.land.tycg.gov.tw/,A,107/12/9,啟用
877,A21004700P,衛生福利部花蓮醫院,衛生福利部花蓮醫院,https://www.hwln.mohw.gov.tw/,AA,107/12/9,啟用
878,379041700E,臺北市立天文科學教育館,網路天文館,https://www.tam.museum/astronomy,A,107/12/10,啟用
879,0,民間團體,永豐MMA公共資訊網,https://accessibility.sinopac.com,A,107/12/10,啟用
880,309000000E,教育部,教育部品德教育資源網,https://ce.naer.edu.tw/index.php,AA,107/12/10,啟用
881,315253600M,交通部公路總局臺北市區監理所,臺北市區監理所,https://tpcmv.thb.gov.tw,AA,107/12/11,啟用
882,313520500K,台灣自來水股份有限公司第五區管理處,湖山自來水環境教育園區,https://hushan.water.gov.tw/,AA,107/12/12,啟用
883,309250000Q,國立臺灣師範大學,優質特教發展網絡系統暨教學支援平台,http://sencir.spc.ntnu.edu.tw,AA,107/12/12,啟用
