序號,機關代碼,機關名稱,網站名稱,網址,標章等級,登錄日期,標章狀態
884,0,民間團體,臺北和平籃球館,http://www.tpehpbasketball.com.tw/,A,107/12/12,啟用
885,379150200I,臺北市政府環境保護局內湖垃圾焚化廠,臺北市政府環境保護局內湖垃圾焚化廠,https://www.nhrip.gov.taipei/,A,107/12/13,啟用
886,397360000G,高雄市政府都市發展局,高雄市政府都市發展局都市更新服務網,https://urbanrenew.kcg.gov.tw,A,107/12/13,啟用
887,313000000G,經濟部,經濟部全國商工行政服務入口網,https://gcis.nat.gov.tw,AA,107/12/13,啟用
888,376570000A,基隆市政府,基隆旅遊網,http://tour.klcg.gov.tw,AA,107/12/13,啟用
889,313020000G,經濟部工業局,經濟部工業局保健食品產業服務網,https://www.functionalfood.org.tw/,A,107/12/14,啟用
890,A21003200P,衛生福利部臺北醫院,衛生福利部臺北醫院全球資訊網,https://www.tph.mohw.gov.tw/,AA,107/12/14,啟用
891,345050000G,行政院農業委員會水土保持局,坡地環境共同服務平台,https://d32015.swcb.gov.tw/commonD3,AA,107/12/14,啟用
892,345070200G,行政院農業委員會農糧署中區分署,行政院農糧署中區分署,https://crb.afa.gov.tw/,A,107/12/14,啟用
893,A17020100J,勞動部勞動力發展署北基宜花金馬分署,職業重建服務資源中心,https://vrrc.wda.gov.tw,A,107/12/17,啟用
894,376440000A,新竹縣政府,新竹縣政府全球資訊網,https://www.hsinchu.gov.tw/,AA,107/12/17,啟用
895,376570600A,基隆市安樂地政事務所,基隆市安樂地政事務所全球資訊網,http://anleh-land.gov.tw,AA,107/12/18,啟用
896,A09000000E,教育部,教育部全球資訊網,https://www.edu.tw,AA,107/12/18,啟用
897,315080000H,交通部觀光局,"	交通部觀光局行政資訊網",https://admin.taiwan.net.tw/,AA,107/12/18,啟用
898,379150000I,臺北市政府環境保護局,臺北市環境品質資訊網,https://www.tldep.gov.taipei/Public,A,107/12/18,啟用
899,355000000I,行政院環境保護署,公害陳情網路受理系統,https://ww3.epa.gov.tw,AA,107/12/19,啟用
900,376481300D,南投縣政府稅務局,南投縣政府稅務局,https://www.nttb.gov.tw,AA,107/12/19,啟用
901,A41000000G,國家發展委員會,國家發展委員會物價資訊看板平台,https://price.nat.gov.tw,AA,107/12/19,啟用
902,A41000000G,國家發展委員會,國家發展委員會景氣指標查詢系統,https://index.ndc.gov.tw,AA,107/12/19,啟用
903,A21004600P,衛生福利部臺東醫院,衛生福利部臺東醫院,https://www.tait.mohw.gov.tw,AA,107/12/19,啟用
904,0,民間團體,資安系列競賽,https://www.cybersecurity.tw/,A,107/12/20,啟用
905,A17020000J,勞動部勞動力發展署,勞動部勞動力發展署Jobooks工作百科,https://occupation.taiwanjobs.gov.tw/,AA,107/12/20,啟用
906,0,民間團體,風力發電單一服務窗口,https://www.twtpo.org.tw,A,107/12/20,啟用
907,379560000G,臺北市政府都市發展局,臺北市政府都市發展局英文網站,https://english.udd.gov.taipei/,A,107/12/21,啟用
908,397240100J,高雄市政府勞工局訓練就業中心,岡山就業服務站(勞動部委託高雄市政府勞工局訓練就業中心辦理,http://kks.ktec.gov.tw/,AA,107/12/21,啟用
909,345070300G,行政院農業委員會農糧署南區分署,行政院農糧署南區分署,https://srb.afa.gov.tw,A,107/12/21,啟用
910,A49000000B,僑務委員會,全球華文網,https://www.huayuworld.org,A,107/12/21,啟用
911,301021400G,台江國家公園管理處,台江國家公園土地使用分區申請平台,http://landuse.tjnp.gov.tw,AA,107/12/22,啟用
912,379145600I,臺北市大安區健康服務中心,臺北市大安區健康服務中心,https://www.dahc.gov.taipei,A,107/12/24,啟用
913,379150000I,臺北市政府環境保護局,Department of Environmental Protection,https://english.dep.gov.taipei/Default.aspx,A,107/12/24,啟用
914,379130500C,臺北市政府警察局婦幼警察隊,臺北市政府警察局婦幼警察隊,https://wpd.police.gov.taipei,A,107/12/24,啟用
915,A09020000E,教育部青年發展署,教育部青年發展署青年資源讚,https://youth-resources.yda.gov.tw,A,107/12/24,啟用
916,379710000A,臺北市政府兵役局,臺北市政府兵役局英文機關網站入口網,https://english.docms.gov.taipei,A,107/12/25,啟用
917,355000000I,行政院環境保護署,公告事業用地土壤污染評估調查及檢測資料申報與管理系統,https://dpi.epa.gov.tw/RWD/ProE/index.aspx,A,107/12/25,啟用
918,379670400I,臺北市動物保護處,Taipei City Animal Protection Office,https://english.tcapo.gov.taipei,A,107/12/25,啟用
919,313020000G,經濟部工業局,經濟部工業局「製造業產品環境足跡與資源永續資訊專區」,https://www.idbcfp.org.tw/,A,107/12/25,啟用
920,A07310100N,臺灣銀行股份有限公司,臺灣銀行ATM跨行提款手續費減免申請系統,https://www3.bot.com.tw/ApplyOnline_ATM,AA,107/12/25,啟用
921,309000000E,教育部,教育部中小學網路素養與認知,https://eteacher.edu.tw/,A,107/12/25,啟用
922,395027100A,臺南市新化戶政事務所,臺南市新化戶政事務所,https://shinhua.tainan.gov.tw/,AA,107/12/25,啟用
923,397140000I,高雄市政府衛生局,高雄市政府衛生局全球資訊網,https://khd.kcg.gov.tw,AA,107/12/25,啟用
924,313020000G,經濟部工業局,經濟部推動中堅企業躍升計畫,https://www.mittelstand.org.tw,A,107/12/27,啟用
925,A21050000J,衛生福利部社會及家庭署,衛生福利部社會及家庭署全球資訊網,https://www.sfaa.gov.tw,AA,107/12/27,啟用
926,379670400I,臺北市動物保護處,臺北市動物保護處,https://www.tcapo.gov.taipei/,A,107/12/28,啟用
927,A17020000J,勞動部勞動力發展署,勞動力發展數位服務平台,https://portal.wda.gov.tw,AA,107/12/28,啟用
928,395000300A,臺南市政府智慧發展中心,臺南市政府智慧發展中心 主網,https://sdc-rdec.tainan.gov.tw,AA,107/12/28,啟用
929,382330200E,新北市立十三行博物館,新北市立十三行數位博物館,https://sshm.vm.ntpc.gov.tw,A,107/12/28,啟用
930,A21001200J,衛生福利部中區兒童之家,衛生福利部中區兒童之家,https://crch.mohw.gov.tw,AA,107/12/28,啟用
931,A09560000Q,國立清華大學,國立清華大學,https://www.nthu.edu.tw,A,107/12/28,啟用
932,397360000G,高雄市政府都市發展局,高雄市政府都市發展局高雄住宅生活網,https://housing.kcg.gov.tw/,A,108/1/2,啟用
933,301000200G,內政部土地重劃工程處,中華民國內政部土地重劃工程處,https://www.lceb.gov.tw/,AA,108/1/2,啟用
934,397240100J,高雄市政府勞工局訓練就業中心,鳯山就業服務站(勞動部委託高雄市政府勞工局訓練就業中心辦理),http://kfs.ktec.gov.tw/,AA,108/1/3,啟用
935,376610000A,臺南市政府,臺南市政府政風處英文網,https://web.tainan.gov.tw/ethics_en/,AA,108/1/3,啟用
936,397360000G,高雄市政府都市發展局,高雄市政府都市發展局社區園藝行,https://community.kcg.gov.tw/GBB/,A,108/1/3,啟用
937,397830000A,高雄市甲仙區公所,高雄市甲仙區公所,https://jiasian.kcg.gov.tw/,AA,108/1/3,啟用
938,397830000A,高雄市甲仙區公所,高雄市甲仙區公所英文版,https://jiasian-en.kcg.gov.tw/Default.aspx,AA,108/1/3,啟用
939,395620000A,臺南市新化區公所,臺南市新化區公所,https://web.tainan.gov.tw/sinhua/,AA,108/1/3,啟用
940,A09000000E,教育部,教育部家庭教育網,https://moe.familyedu.moe.gov.tw,A,108/1/4,啟用
941,379146400I,臺北市士林區健康服務中心,臺北市士林區健康服務中心,https://www.slhc.gov.taipei,A,108/1/4,啟用
942,A09020000E,教育部青年發展署,教育部青年發展署 青年社區參與行動 2.0 網站,https://act.ydachangemaker.tw,AA,108/1/4,啟用
943,376490000A,雲林縣政府,雲林縣政府雲林文化旅遊網(英文版),https://en.tour.yunlin.gov.tw,AA,108/1/5,啟用
944,376490000A,雲林縣政府,雲林縣政府雲林文化旅遊網(日文版),https://jp.tour.yunlin.gov.tw,AA,108/1/5,啟用
945,379530800H,臺北市公共運輸處,臺北市公共運輸處中文版網站,https://www.pto.gov.taipei/,AA,108/1/7,啟用
946,A21020000I,衛生福利部食品藥物管理署,衛生福利部食品藥物管理署線上申辦平台,https://oap.fda.gov.tw/,AA,108/1/8,啟用
947,376490000A,雲林縣政府,雲林縣政府雲林文化旅遊網(簡體版),https://cn.tour.yunlin.gov.tw,AA,108/1/8,啟用
948,313020000G,經濟部工業局,製造業價值鍊資訊應用計畫網站,https://www.ecos.org.tw/,A,108/1/8,啟用
949,A07100000D,財政部財政資訊中心,財政部電子申報繳稅服務網,https://tax.nat.gov.tw,AA,108/1/8,啟用
950,0,民間團體,伊甸無障礙交通服務,http://bus.eden.org.tw,A,108/1/8,啟用
951,A27030000G,科技部南部科學工業園區管理局,科技部南部科學工業園區管理局官方網站,https://www.stsp.gov.tw/web/indexGroups?frontTarget=DEFAULT,AA,108/1/8,啟用
952,395170100G,臺南市市場處,臺南市市場處,https://marketoffice.tainan.gov.tw,AA,108/1/8,啟用
953,397360000G,高雄市政府都市發展局,高雄市政府都市發展局社區綠美化補助專區,https://community.kcg.gov.tw/GBA/,A,108/1/9,啟用
954,379041000E,臺北市教師研習中心,臺北市教師研習中心,https://tiec.gov.taipei,A,108/1/9,啟用
955,376600000A,嘉義市政府,嘉義市東區戶政事務所,https://www.cyeast.gov.tw/,AA,108/1/9,啟用
956,380142700I,桃園市大園區衛生所,桃園市政府-大園區衛生所,http://www.dayuan-phc.tycg.gov.tw/,A,108/1/9,啟用
957,380143000I,桃園市新屋區衛生所,桃園市政府-新屋區衛生所,http://www.xinwu-phc.tycg.gov.tw/,A,108/1/9,啟用
958,371013705I,金門縣金湖鎮衛生所,金門縣金湖鎮衛生所,https://jinhuhc.kinmen.gov.tw,AA,108/1/9,啟用
959,355000000I,行政院環境保護署,臺美生態學校夥伴,https://ecocampus.epa.gov.tw,AA,108/1/10,啟用
960,310900500Q,私立淡江大學,淡江大學資訊處,http://www.ipc.tku.edu.tw/,AA,108/1/10,啟用
961,0,民間團體,兆豐銀行匯利率服務網,http://rate.megabank.com.tw/,AA,108/1/10,啟用
962,201000000A,中央研究院,國家生技園區官方網站,https://nbrp.sinica.edu.tw/,AA,108/1/11,啟用
963,395000000A,臺南市政府,臺南市政府秘書處,https://sec.tainan.gov.tw,AA,108/1/11,啟用
964,371020000A,金門縣政府,金門縣政府工務處,https://pwd.kinmen.gov.tw,AA,108/1/13,啟用
965,A27000000G,科技部,科技部科學園區智慧平台,https://www.twsp.org.tw/MOST/index.php,A,108/1/14,啟用
966,379540000A,臺北市政府政風處,臺北市政府政風處英文網站,https://english.doge.gov.taipei/,A,108/1/14,啟用
967,379540000A,臺北市政府政風處,臺北市政府廉政透明委員會網站,https://cgc.gov.taipei/,A,108/1/14,啟用
968,376501300D,嘉義縣財政稅務局,嘉義縣財政稅務局,https://cyhtax.cyhg.gov.tw,A,108/1/14,啟用
969,379270100K,臺北自來水事業處工程總隊,臺北自來水事業處工程總隊,https://eng.water.gov.taipei/,A,108/1/15,啟用
970,379030400N,臺北市動產質借處,臺北市動產質借處,https://op.gov.taipei/,A,108/1/16,啟用
971,0,民間團體,玉山銀行利匯率服務網,https://accessible.esunbank.com.tw/Accessibility,AAA,108/1/16,啟用
972,397360000G,高雄市政府都市發展局,高雄市政府都市發展局容積移轉資訊系統,https://ubct.kcg.gov.tw,A,108/1/17,啟用
973,395026800A,臺南市仁德戶政事務所,臺南市仁德區戶政事務所,https://rende.tainan.gov.tw,AA,108/1/17,啟用
974,A01012100C,內政部警政署基隆港務警察總隊,內政部警政署基隆港務警察總隊,https://www.klhpb.gov.tw,A,108/1/17,啟用
975,A09010000E,教育部體育署,臺灣i運動資訊平臺,https://isports.sa.gov.tw/Index.aspx,AA,108/1/17,啟用
976,371020000A,金門縣政府,金門縣政府社會處,https://social.kinmen.gov.tw,AA,108/1/17,啟用
977,380300000H,桃園市政府觀光旅遊局,桃園觀光導覽網,https://travel.tycg.gov.tw/,AA,108/1/18,啟用
978,376490000A,雲林縣政府,雲林縣政府雲林文化旅遊網,https://tour.yunlin.gov.tw/,AA,108/1/18,啟用
979,A09020000E,教育部青年發展署,教育部青年發展署培訓學員資料庫,http://ypu-facilitator.yda.gov.tw/,A,108/1/18,啟用
980,395860000A,臺南市龍崎區公所,臺南市龍崎區公所,https://longci.tainan.gov.tw/,AA,108/1/18,啟用
981,0,民間團體,工業技術研究院,https://www.itri.org.tw,A,108/1/19,啟用
982,376480000A,南投縣政府,南投社區產業行銷網,http://plus.nantou.gov.tw/,A,108/1/19,啟用
983,A21000000I,衛生福利部,衛生福利部部長信箱,https://mohwservice.mohw.gov.tw,AA,108/1/19,啟用
984,0,民間團體,國立臺灣大學醫學院附設醫院臺灣國家眼庫網站,https://nebt.org.tw/,AA,108/1/19,啟用
985,379560000G,臺北市政府都市發展局,臺北市政府都市發展局租金補貼網,https://www.rent-allowance.gov.taipei,A,108/1/19,啟用
986,A41000000G,國家發展委員會,國家發展委員會法規鬆綁建言暨新創法規調適平台,https://law.ndc.gov.tw/,AA,108/1/21,啟用
987,A09000000E,教育部,教育部防減災及氣候變遷調適教育資訊網,https://disaster.moe.edu.tw/WebMoeInfo/,A,108/1/21,啟用
988,A41000000G,國家發展委員會,國家發展委員會e管家Plus服務平台,https://msg.nat.gov.tw,AA,108/1/22,啟用
989,397820000A,高雄市六龜區公所,高雄市六龜區公所全球資訊網,https://liouguei.kcg.gov.tw/,AA,108/1/23,啟用
990,376570255C,基隆市警察局少年警察隊,基隆市警察局少年警察隊,https://jdp.klg.gov.tw,AA,108/1/23,啟用
991,376570251C,基隆市警察局保安警察隊,基隆市警察局保安警察隊,https://sp.klg.gov.tw,AA,108/1/23,啟用
992,376601502A,嘉義市西區戶政事務所,嘉義市西區戶政事務所,https://www.cywest.gov.tw/,AA,108/1/23,啟用
993,376570241C,基隆市警察局刑事警察大隊,基隆市警察局刑事警察大隊,https://ci.klg.gov.tw,AA,108/1/23,啟用
994,376770000A,彰化縣議會,彰化縣議會網站,https://www.chcc.gov.tw,A,108/1/23,啟用
995,0,民間團體,京城銀行身心障礙ATM跨行交易手續費減免網站,https://customer.ktb.com.tw/PROD/,A,108/1/24,啟用
996,315000000H,交通部,交通部交通法規即時檢索,https://motclaw.motc.gov.tw ,AA,108/1/24,啟用
997,397143900I,高雄市仁武區衛生所,高雄市仁武區衛生所,https://rew.kcg.gov.tw,AA,108/1/24,啟用
998,A21005100P,衛生福利部胸腔病院,衛生福利部胸腔病院,https://www.ccd.mohw.gov.tw/,AA,108/1/24,啟用
999,301020000G,內政部營建署,內政部營建署全球資訊網,https://www.cpami.gov.tw,A,108/1/24,啟用
1000,A09000000E,教育部,教育部永續校園全球資訊網,http://www.esdtaiwan.edu.tw/,A,108/1/25,啟用
1001,0,民間團體,吳鳳科技大學中文首頁,http://www.wfu.edu.tw,A,108/1/25,啟用
1002,397020000A,高雄市政府民政局,高雄市政府民政局新住民六國語言服務網,https://fr6c.kcg.gov.tw/,AA,108/1/25,啟用
1003,395026600A,臺南市中西戶政事務所,臺南市中西戶政事務所,https://www.tnwcg.gov.tw/,AA,108/1/26,啟用
1004,0,民間團體,能源轉型白皮書,https://energywhitepaper.tw/,A,108/1/28,啟用
1005,305900000S,中正國防幹部預備學校,中正國防幹部預備學校,https://www.ccafps.khc.edu.tw/,AA,108/1/28,啟用
1006,376470300I,彰化縣衛生局,彰化縣衛生局,https://www.chshb.gov.tw/,AA,108/1/28,啟用
1007,382170000G,新北市政府經濟發展局,新北市政府經濟發展局網站,https://www.economic.ntpc.gov.tw/,A,108/1/28,啟用
1008,313020000G,經濟部工業局,經濟部工業局活動報報,https://www.idbevent.org.tw/,A,108/1/29,啟用
1009,395144700I,臺南市山上區衛生所,臺南市山上區衛生所,https://tnssshs.tainan.gov.tw,AA,108/1/29,啟用
1010,376600000A,嘉義市政府,嘉義市消費爭議服務網,https://cust.chiayi.gov.tw/,A,108/1/30,啟用
1011,379540000A,臺北市政府政風處,臺北市政府政風處中文網站,https://doge.gov.taipei/,A,108/1/30,啟用
1012,A17040000J,勞動部職業安全衛生署,勞動部職業安全衛生署製程安全管理資訊應用與交流網站,https://psm.osha.gov.tw,A,108/1/30,啟用
1013,395730000A,臺南市七股區公所,臺南市七股區公所,https://cigu.tainan.gov.tw,AA,108/1/30,啟用
1014,376452800E,苗栗縣政府文化觀光局,苗栗縣政府文化觀光局,https://www.mlc.gov.tw/,AA,108/1/30,啟用
1015,395027000A,臺南市安平戶政事務所,臺南市安平戶政事務所,https://anpinghro.tainan.gov.tw,AA,108/1/31,啟用
1016,A41000000G,國家發展委員會,國家發展會人口推估查詢系統,https://pop-proj.ndc.gov.tw/,AA,108/2/1,啟用
